TextContent,TextType,url,Creator,CreatedAt,IssueID,RelatedPrID,IssueCategory,IsMPLF,CleanedTextContent
"Hey, this is the MXNet Label Bot. 
 Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. 
 Here are my recommended labels: Bug",IssueComment,https://github.com/apache/mxnet/issues/15670#issuecomment-515628670,mxnet-label-bot,2019-07-26 23:32:27,15670,[15671],Build bug,1,"Hey, this is the MXNet Label Bot. Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. Here are my recommended labels: Bug"
@PatricZhao @ZhennanQin ,IssueComment,https://github.com/apache/mxnet/issues/15670#issuecomment-515629317,Zha0q1,2019-07-26 23:37:07,15670,[15671],Build bug,1,@PatricZhao @ZhennanQin
@mxnet-label-bot add [Bug],IssueComment,https://github.com/apache/mxnet/issues/15670#issuecomment-515629519,Zha0q1,2019-07-26 23:38:27,15670,[15671],Build bug,1,@mxnet-label-bot add [Bug]
"@Zha0q1 Thanks for reporting this. PR https://github.com/apache/incubator-mxnet/pull/15671 is created to fix this, your provided case can pass now. Please have a try for your real case to see if it works.",IssueComment,https://github.com/apache/mxnet/issues/15670#issuecomment-515640507,ZhennanQin,2019-07-27 01:24:31,15670,[15671],Build bug,1,"@Zha0q1 Thanks for reporting this. PR [url] is created to fix this, your provided case can pass now. Please have a try for your real case to see if it works."
@Zha0q1 please help double-check if the bug is fixed.,IssueComment,https://github.com/apache/mxnet/issues/15670#issuecomment-515732277,pengzhao-intel,2019-07-28 04:34:56,15670,[15671],Build bug,1,@Zha0q1 please help double-check if the bug is fixed.
"> @Zha0q1 please help double-check if the bug is fixed.

@pengzhao-intel  Thanks! I will l check and get back to this issue",IssueComment,https://github.com/apache/mxnet/issues/15670#issuecomment-515732305,Zha0q1,2019-07-28 04:35:39,15670,[15671],Build bug,1,> @Zha0q1 please help double-check if the bug is fixed. @pengzhao-intel Thanks! I will l check and get back to this issue
@pengzhao-intel @ZhennanQin My use case works now. Thanks!,IssueComment,https://github.com/apache/mxnet/issues/15670#issuecomment-515804150,Zha0q1,2019-07-28 23:29:03,15670,[15671],Build bug,1,@pengzhao-intel @ZhennanQin My use case works now. Thanks!
"Hey, this is the MXNet Label Bot. 
 Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. 
 Here are my recommended labels: Test",IssueComment,https://github.com/apache/mxnet/issues/15652#issuecomment-514846259,mxnet-label-bot,2019-07-25 00:20:25,15652,[15691],Build bug,0,"Hey, this is the MXNet Label Bot. Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. Here are my recommended labels: Test"
We have it as a switch (see https://github.com/apache/incubator-mxnet/blob/master/Makefile#L255). You should have USE_BLAS=open to use openblas,IssueComment,https://github.com/apache/mxnet/issues/15652#issuecomment-515161904,zachgk,2019-07-25 18:30:11,15652,[15691],Build bug,0,We have it as a switch (see [url]#L255). You should have USE_BLAS=open to use openblas
"so can we ignore openblas  on 
https://github.com/apache/incubator-mxnet/blob/master/Makefile#L217 ?

Thanks,
Sean.",IssueComment,https://github.com/apache/mxnet/issues/15652#issuecomment-515163120,gogazago,2019-07-25 18:33:26,15652,[15691],Build bug,0,"so can we ignore openblas on [url]#L217 ? Thanks, Sean."
I might be wrong. @larroy Can you take a look?,IssueComment,https://github.com/apache/mxnet/issues/15652#issuecomment-515177387,zachgk,2019-07-25 19:14:11,15652,[15691],Build bug,0,I might be wrong. @larroy Can you take a look?
What's the question exactly?  The description on the ticket is not clear.,IssueComment,https://github.com/apache/mxnet/issues/15652#issuecomment-516179377,larroy,2019-07-29 22:01:26,15652,[15691],Build bug,0,What's the question exactly? The description on the ticket is not clear.
"When you build with make and want to set it to openblas, do you use `USE_BLAS=open` or `USE_BLAS=openblas`?  https://github.com/apache/incubator-mxnet/blob/master/Makefile#L255 seems to indicate it should be `open` while https://github.com/apache/incubator-mxnet/blob/master/Makefile#L217 seems to indicate `openblas`",IssueComment,https://github.com/apache/mxnet/issues/15652#issuecomment-516182037,zachgk,2019-07-29 22:11:43,15652,[15691],Build bug,0,"When you build with make and want to set it to openblas, do you use [code] or [code]? [url]#L255 seems to indicate it should be [code] while [url]#L217 seems to indicate [code]"
"Yes, this seems to be wrong.",IssueComment,https://github.com/apache/mxnet/issues/15652#issuecomment-516213621,larroy,2019-07-30 00:39:06,15652,[15691],Build bug,0,"Yes, this seems to be wrong."
@mxnet-label-bot add [Bug],IssueComment,https://github.com/apache/mxnet/issues/15652#issuecomment-516228866,larroy,2019-07-30 02:01:54,15652,[15691],Build bug,0,@mxnet-label-bot add [Bug]
"Hey, this is the MXNet Label Bot. 
 Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. 
 Here are my recommended labels: Build",IssueComment,https://github.com/apache/mxnet/issues/15659#issuecomment-515159883,mxnet-label-bot,2019-07-25 18:24:19,15659,[15697],Build bug,0,"Hey, this is the MXNet Label Bot. Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. Here are my recommended labels: Build"
@wuxun-zhang please take a look for this issue.,IssueComment,https://github.com/apache/mxnet/issues/15659#issuecomment-515297883,pengzhao-intel,2019-07-26 03:47:05,15659,[15697],Build bug,0,@wuxun-zhang please take a look for this issue.
"Some background: MKL-DNN itself doesn't support dropout primitive. When MXNet is built with MKL-DNN, it will use functions from VSL to implement dropout. It's kind of legacy code from MKL2017 integration. That's why it cannot be disabled by `MXNET_MKLDNN_ENABLED=0`.",IssueComment,https://github.com/apache/mxnet/issues/15659#issuecomment-515307535,TaoLv,2019-07-26 04:49:24,15659,[15697],Build bug,0,"Some background: MKL-DNN itself doesn't support dropout primitive. When MXNet is built with MKL-DNN, it will use functions from VSL to implement dropout. It's kind of legacy code from MKL2017 integration. That's why it cannot be disabled by [code]."
OK. I'll look into this issue.,IssueComment,https://github.com/apache/mxnet/issues/15659#issuecomment-515312297,wuxun-zhang,2019-07-26 05:16:37,15659,[15697],Build bug,0,OK. I'll look into this issue.
"@matteosal Thanks for reporting this issue. Seems this is not a computational error. I have looked into the `dropout` code, and found that the output `mask` is forced to be calculated and stored with `int*` type instead of original `DType*` or `float*` type. So, when you tried to access the value of `mask`, the wrong answer `1.e-45` will be printed.  Refer to [forward pass](https://github.com/apache/incubator-mxnet/blob/master/src/operator/nn/dropout-inl.h#L131) and [backward pass](https://github.com/apache/incubator-mxnet/blob/master/src/operator/nn/dropout-inl.h#L152). 
You can build from source by commenting out the `USE_MKL` option in [Makefile](https://github.com/apache/incubator-mxnet/blob/master/Makefile#L150) to work around it temporarily. We'll submit a PR for this after completing the verification locally. ",IssueComment,https://github.com/apache/mxnet/issues/15659#issuecomment-515689407,wuxun-zhang,2019-07-27 14:45:08,15659,[15697],Build bug,0,"@matteosal Thanks for reporting this issue. Seems this is not a computational error. I have looked into the [code] code, and found that the output [code] is forced to be calculated and stored with [code] type instead of original [code] or [code] type. So, when you tried to access the value of [code], the wrong answer [code] will be printed. Refer to [forward pass]([url]#L131) and [backward pass]([url]#L152). You can build from source by commenting out the [code] option in [Makefile]([url]#L150) to work around it temporarily. We'll submit a PR for this after completing the verification locally."
"Hey, this is the MXNet Label Bot. 
 Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. 
 ",IssueComment,https://github.com/apache/mxnet/issues/15705#issuecomment-516480641,mxnet-label-bot,2019-07-30 15:53:34,15705,[15707],Data bug,0,"Hey, this is the MXNet Label Bot. Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it."
"@eric-haibin-lin pointed out https://github.com/apache/incubator-mxnet/pull/14053 is likely at fault
CC: @szha ",IssueComment,https://github.com/apache/mxnet/issues/15705#issuecomment-516485009,leezu,2019-07-30 16:04:04,15705,[15707],Data bug,0,@eric-haibin-lin pointed out [url] is likely at fault CC: @szha
"Yes, it was the cause as in symbol the default value is missing for the axis.",IssueComment,https://github.com/apache/mxnet/issues/15705#issuecomment-516533965,szha,2019-07-30 18:18:05,15705,[15707],Data bug,0,"Yes, it was the cause as in symbol the default value is missing for the axis."
https://github.com/apache/incubator-mxnet/blob/master/python/mxnet/symbol/symbol.py#L2542,IssueComment,https://github.com/apache/mxnet/issues/15705#issuecomment-516533989,szha,2019-07-30 18:18:08,15705,[15707],Data bug,0,[url]#L2542
@mxnet-label-bot add [Bug],IssueComment,https://github.com/apache/mxnet/issues/15705#issuecomment-516637602,vrakesh,2019-07-30 23:46:03,15705,[15707],Data bug,0,@mxnet-label-bot add [Bug]
"Hi @fierceX, do you have any small example that shows this problem? I will look into it.",IssueComment,https://github.com/apache/mxnet/issues/15716#issuecomment-517441738,ptrendx,2019-08-01 20:17:26,15716,[15829],Algorithm design bug,1,"Hi @fierceX, do you have any small example that shows this problem? I will look into it."
